id,area,title,user_story,expected_behavior,entry_points,source_files,platforms,edition,notes,status,phase,error_class,error_detail,test_method,tested_at,retest_status,retest_at,fix_notes
CHROME-040,chrome,Toolbar falls back to Log when the active workspace is unavailable,As a user I do not want to land on a workspace this build or platform does not ship.,"On mount the toolbar refreshes known log sources, fetches get_available_workspaces into enabledWorkspaces, maps plugin-os platform() to windows/macos/linux, and if the persisted active workspace is not available on that platform/build it resets the active workspace to ""log"". A platform() or workspace-enumeration failure is warned about and leaves the current defaults in place.",App startup; Toolbar mount,src/components/layout/Toolbar.tsx; src/stores/ui-store.ts,all,both,Extends CHROME-014.,pass,story,none,,e2e_browser: stories/chrome-shell.spec.ts :: [CHROME-040] an unknown persisted workspace falls back to the log view,2026-09-24T21:30:00Z,,,
CHROME-041,chrome,Build features decide which workspaces exist,As a user of the Lite edition I want only the workspaces this build actually ships to be offered.,"get_available_workspaces always returns log, timeline and dns-dhcp and adds intune/new-intune, esp-diagnostics, dsregcmd, macos-diag/macos-jamf, deployment, event-log, sysmon, secureboot and sccm only when their cargo features are compiled in; the returned list drives the toolbar dropdown and the native Workspace menu.",IPC get_available_workspaces; Toolbar Workspace dropdown; Workspace menu,src-tauri/src/commands/app_config.rs; src-tauri/src/menu.rs,all,both,Extends CHROME-014; the Lite edition (cargo feature lite) is the visible case where most entries are absent.,pass,story,none,,rust_test: commands::app_config::tests::esp_workspace_availability_matches_the_build_feature,2026-09-24T21:30:00Z,,,
CHROME-042,chrome,Open every source in a known-source family,As an Intune or ConfigMgr admin I want one action that pulls in a whole family of well-known logs.,"""Open all <Family>"" in the known-source menu verifies each direct file path with inspect_path_kind (silently skipping paths that are missing or inaccessible), lists each folder source with listLogFolder and keeps only entries matching the source's file patterns (warning per unavailable folder), then switches to the log view, clears the filter and loads the collected paths as one source. When nothing can be resolved the action does nothing.","Toolbar > known-source menu > ""Open all <Family>""",src/components/layout/Toolbar.tsx,all,both,"Extends CHROME-003, which covered selecting a single source.",pass,story,none,,e2e_browser: stories/other-workspaces.spec.ts :: [CHROME-042] nothing resolvable means the family action loads nothing,2026-09-24T21:30:00Z,,,
CHROME-043,chrome,Sidebar source summary card,As an analyst I want to see at a glance what is loaded and whether it is healthy.,"The card badge reads ""Evidence Bundle"", ""Folder Source"", ""File Source"" or ""No Source""; the title is the source label (""Open a log file or folder"" when nothing is loaded) and the subtitle is the path (""Choose a source to start viewing logs.""). The body shows file/folder counts with correct singulars for folder sources (""Single file source"" otherwise), the bundle label and case reference when the source is an evidence bundle, ""Selected: <name>"", the source status message, and a red ""Failure reason: <reason>"" line whenever the status defines one.",Sidebar top card in the log workspace,src/components/layout/FileSidebar.tsx; src/components/common/sidebar-primitives.tsx,all,both,"Extends LOG-022, which covered the file list below the card.",pass,story,none,,e2e_browser: stories/chrome-shell.spec.ts :: [CHROME-043] sidebar summarises the open file source,2026-09-24T21:30:00Z,,,
CHROME-044,chrome,"Sidebar empty, loading, and unavailable states",As an analyst I want the sidebar to say why it is empty instead of showing nothing.,"No source → ""No file source open""; a folder source with no entries while loading → ""Loading files""; a folder source with no entries and not loading → ""This folder is empty"", or ""Source path unavailable"" with the status detail when the status is missing/error; a folder that returned only directories → ""No files available""; a single-file source → a ""Current file"" card. Non-idle, non-loading statuses also render a SourceStatusNotice (distinct copy for missing/error, empty, and awaiting-file-selection), and the footer explains the next step (""Select a file to populate the main log list."", the awaiting-selection message, or the merged-folder file count).",Sidebar body and footer in the log workspace,src/components/layout/FileSidebar.tsx; src/components/common/sidebar-primitives.tsx,all,both,Extends LOG-022.,pass,story,none,,e2e_browser: stories/chrome-shell.spec.ts :: [CHROME-044] sidebar explains that no source is open,2026-09-24T21:30:00Z,,,
CHROME-045,chrome,Sidebar reports a failed file selection and offers Retry,As an analyst I want to see which sibling file failed and retry it without reopening the folder.,"A failed file selection shows a red role=alert with the failure message plus a ""Retry <file name>"" action (enabled only when a previous selection failed, the source is folder-like and no load is in flight); a failed source reload shows its own alert. Both alerts and the retry state are reset when the active source, selected file, or open mode changes.","Sidebar file row that fails to load; ""Retry <file>"" button; ""Reload source"" button",src/components/layout/FileSidebar.tsx,all,both,"Extends LOG-022, which noted Reload/Retry exist but not the two alert surfaces or their reset.",pass,story,none,,e2e_browser: stories/chrome-shell.spec.ts :: [CHROME-045] sidebar reports a failed file selection and offers Retry,2026-09-24T21:30:00Z,,,
CHROME-046,chrome,Status bar shows folder-load progress,As an analyst I want to know how far a folder parse has got while the overlay is up.,"While folderLoadProgress is set and a total is known the right-hand status text becomes ""Parsing <done> of <total> files — <current file>"", taking precedence over the usual entry counts, and returns to the normal counts once the load finishes. Progress events carrying a different folder-load request id are ignored so a superseded load cannot drive the text.",Status bar right segment during a folder load,src/components/layout/StatusBar.tsx; src/stores/log-store.ts,all,both,"Extends CHROME-032; LOG-025 covers the AppShell overlay, this is the textual status-bar surface.",pass,story,none,,component_test: shows N of M and the current file while a folder load is in progress,2026-09-24T21:30:00Z,,,
CHROME-047,chrome,Status bar counts follow the active filter and selection,As an analyst I want the counts to describe what I am actually looking at.,"With a filter applied the entry count becomes ""<visible> of <total> entries"" and the position reads ""Entry <n> of <visible> (<total> total)""; severity counts cover only visible entries; the trailing segment shows the filter status label, or ""Filter error: <message>"" in the error colour; with a merged folder the count reads ""<N> files"".",Status bar right segment after applying Filter or selecting a row,src/components/layout/StatusBar.tsx; src/stores/filter-store.ts,all,both,"Extends CHROME-032 (""position, lines, severity, filter"").",pass,story,none,,e2e_browser: stories/chrome-shell.spec.ts :: [CHROME-047] status bar counts the loaded entries,2026-09-24T21:30:00Z,,,
CHROME-048,chrome,Status bar Graph API indicator states,"As an Intune admin I want to see whether Graph enrichment is connected, working, or broken.","A coloured dot plus label is rendered for every non-disconnected Graph phase — ""Graph API: Connecting..."", ""Graph API: Cancelling..."", ""Graph API: Connected"", ""Graph API: Unavailable"" (unsupported host, yellow), ""Graph API: Error"" (red) — each with an explanatory tooltip; when the phase is disconnected nothing is rendered.",Status bar right segment,src/components/layout/StatusBar.tsx; src/stores/ui-store.ts,all (live WAM sign-in Windows),both,"Extends CHROME-032, which only said ""Graph dot if not disconnected"".",pass,story,none,,e2e_browser: stories/chrome-shell.spec.ts :: [CHROME-048] status bar reports every non-disconnected Graph phase,2026-09-24T21:30:00Z,,,
CHROME-049,chrome,Unavailable workspaces cannot be activated,As a user I want a workspace this build does not ship to be refused rather than half-selected.,"setActiveWorkspace and ensureWorkspaceVisible warn and leave state untouched when the target is not available for the current platform and build; setEnabledWorkspaces de-duplicates the reported list and falls back to the ""log"" workspace (and clears the active view) when the currently active workspace disappeared from it.",IPC setEnabledWorkspaces via Toolbar mount; Workspace dropdown; native Workspace menu,src/stores/ui-store.ts,all,both,Extends CHROME-014; the native menu path additionally resyncs the menu (see the Workspace menu row).,pass,story,none,,e2e_browser: stories/chrome-shell.spec.ts :: [CHROME-049] an unavailable workspace cannot be activated,2026-09-24T21:30:00Z,,,
CHROME-050,chrome,Workspaces that keep their view when a log loads,As a macOS JAMF user I want a log I open from the workspace's own list to stay in that workspace.,"ensureLogViewVisible only routes to the log workspace when the active workspace does not declare capabilities.keepsViewOnLogLoad; a workspace that declares it (for example macOS JAMF) stays active when a log load starts inside it, while explicit navigation still switches away.",Opening a log from a workspace's own list; Sidebar file rows,src/stores/ui-store.ts; src/workspaces/registry.ts,all (live case: macOS JAMF),both,Extends CHROME-014 and CHROME-012.,pass,story,none,,component_test: keeps the macOS JAMF workspace active when a log opens from its log list,2026-09-24T21:30:00Z,,,
CHROME-051,chrome,Persisted UI preferences are sanitized on rehydration,As a user I do not want a corrupted or outdated preferences blob to leave the app in an unusable state.,"On rehydrate the store drops process-local and legacy fields (graphApiStatus/graphApiCapability/graphApiLastAttempt, dismissedDnsBannerPaths), clamps both font sizes to their ranges, coerces a non-string fontFamily to null, and resets an unknown themeId to the default theme; the legacy logSeverityPaletteMode key migrates to classic-cmtrace or light. Only theme, font sizes/family, column order/widths, sidebar collapse, autoUpdateEnabled, defaultShowInfoPane, confirmTabClose, alwaysOnTop, graphApiEnabled and recentSessions are persisted.",App start after a previous session wrote cmtraceopen-ui-preferences,src/stores/ui-store.ts,all,both,Extends CHROME-015/CHROME-021/CHROME-023 (persistence) with the sanitizer and migration contract.,pass,story,none,,e2e_browser: stories/chrome-shell.spec.ts :: [CHROME-051] persisted preferences are sanitized on rehydration,2026-09-24T21:30:00Z,,,
